generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
10,1000,17.763636363636362,30.0,1.0,1.0,1.0,3,6.474
20,1000,39.27272727272727,53.0,1.0,1.0,1.0,3,12.592
30,1000,53.14545454545455,63.0,1.0,1.0,1.0,3,18.901
40,1000,77.27272727272727,96.0,1.0,1.0,1.0,3,25.179
50,1000,98.69090909090909,120.0,1.0,1.0,1.0,4,31.325
60,1000,114.63636363636364,147.0,1.0,1.0,1.0,4,37.482
70,1000,134.70909090909092,170.0,1.0,1.0,1.0,3,43.613
80,1000,146.52727272727273,169.0,1.0,1.0,1.0,4,49.947
90,1000,178.3090909090909,214.0,1.0,1.0,1.0,5,55.719
100,1000,190.96363636363637,221.0,1.0,1.0,1.0,3,62.02
110,1000,212.21818181818182,238.0,1.0,1.0,1.0,4,68.413
120,1000,220.98181818181817,262.0,1.0,1.0,1.0,4,74.285
130,1000,242.25454545454545,275.0,1.0,1.0,1.0,3,80.924
140,1000,255.0,310.0,1.0,1.0,1.0,4,86.771
150,1000,267.0181818181818,319.0,1.0,1.0,1.0,4,92.841
160,1000,286.3818181818182,338.0,1.0,1.0,1.0,7,99.229
170,1000,320.1636363636364,375.0,1.0,1.0,1.0,5,105.562
180,1000,319.8181818181818,373.0,1.0,1.0,1.0,4,111.506
190,1000,315.6181818181818,396.0,1.0,1.0,1.0,3,117.583
200,1000,363.1636363636364,431.0,1.0,1.0,1.0,4,124.14
210,1000,388.76363636363635,434.0,1.0,1.0,1.0,4,130.153
220,1000,396.9818181818182,456.0,1.0,1.0,1.0,4,137.006
230,1000,413.0,483.0,1.0,1.0,1.0,4,142.078
240,1000,415.2909090909091,487.0,1.0,1.0,1.0,4,148.695
250,1000,454.43636363636364,535.0,1.0,1.0,1.0,4,154.453
260,1000,455.05454545454546,515.0,1.0,1.0,1.0,5,161.309
270,1000,450.90909090909093,536.0,1.0,1.0,1.0,4,167.611
280,1000,464.45454545454544,556.0,1.0,1.0,1.0,3,173.966
290,1000,485.9818181818182,587.0,1.0,1.0,1.0,4,179.46
300,1000,443.1272727272727,592.0,1.0,1.0,1.0,3,185.639
310,1000,461.76363636363635,609.0,1.0,1.0,1.0,5,191.803
320,1000,484.3818181818182,644.0,1.0,1.0,1.0,5,198.379
330,1000,476.4909090909091,694.0,1.0,1.0,1.0,4,204.633
340,1000,534.8909090909091,677.0,1.0,1.0,1.0,3,210.939
350,1000,534.0545454545454,687.0,1.0,1.0,1.0,3,217.346
360,1000,463.92727272727274,688.0,1.0,1.0,1.0,4,223.08
370,1000,473.6727272727273,704.0,1.0,1.0,1.0,4,229.816
380,1000,570.8545454545455,744.0,1.0,1.0,1.0,3,235.609
390,1000,565.2545454545455,783.0,1.0,1.0,1.0,4,241.591
400,1000,603.2363636363636,791.0,1.0,1.0,1.0,4,247.336
410,1000,637.8181818181819,796.0,1.0,1.0,1.0,3,254.082
420,1000,617.0545454545454,829.0,1.0,1.0,1.0,4,260.014
430,1000,663.0363636363636,855.0,1.0,1.0,1.0,4,266.115
440,1000,627.1454545454545,866.0,1.0,1.0,1.0,5,270.524
450,1000,717.6181818181818,875.0,1.0,1.0,1.0,3,276.684
460,1000,699.3636363636364,907.0,1.0,1.0,1.0,4,282.066
470,1000,701.6363636363636,913.0,1.0,1.0,1.0,4,287.583
480,1000,675.0181818181818,938.0,1.0,1.0,1.0,4,294.206
490,1000,681.8181818181819,937.0,1.0,1.0,1.0,4,301.678
500,1000,555.3454545454546,920.0,1.0,1.0,1.0,5,308.231
510,1000,616.709090909091,969.0,1.0,1.0,1.0,4,313.771
520,1000,681.5454545454545,997.0,1.0,1.0,1.0,4,319.87
530,1000,664.9636363636364,1005.0,1.0,1.0,1.0,4,325.257
540,1000,738.7818181818182,1022.0,1.0,1.0,1.0,4,330.758
550,1000,566.0909090909091,895.0,1.0,1.0,1.0,4,337.818
560,1000,799.9636363636364,1076.0,1.0,1.0,1.0,4,344.25
570,1000,601.8,1073.0,1.0,1.0,1.0,3,350.689
580,1000,797.4363636363636,1090.0,1.0,1.0,1.0,6,356.617
590,1000,678.1636363636363,1106.0,1.0,1.0,1.0,5,362.172
600,1000,867.9818181818182,1127.0,1.0,1.0,1.0,5,369.54
610,1000,593.4909090909091,1141.0,1.0,1.0,1.0,4,374.445
620,1000,676.8545454545455,1151.0,1.0,1.0,1.0,4,380.715
630,1000,938.2,1190.0,1.0,1.0,1.0,3,387.681
640,1000,837.0545454545454,1187.0,1.0,1.0,1.0,3,394.086
650,1000,836.4181818181818,1194.0,1.0,1.0,1.0,4,399.059
660,1000,829.4,1212.0,1.0,1.0,1.0,4,404.649
670,1000,920.2363636363636,1251.0,1.0,1.0,1.0,3,411.085
680,1000,971.8363636363637,1263.0,1.0,1.0,1.0,4,418.538
690,1000,1013.8909090909091,1282.0,1.0,1.0,1.0,4,424.746
700,1000,1033.6363636363637,1266.0,1.0,1.0,1.0,5,429.917
710,1000,935.1454545454545,1299.0,1.0,1.0,1.0,4,435.943
720,1000,645.290909090909,1320.0,1.0,1.0,1.0,4,442.06
730,1000,1009.9636363636364,1333.0,1.0,1.0,1.0,4,448.301
740,1000,825.4,1341.0,1.0,1.0,1.0,4,454.83
750,1000,1043.1272727272728,1386.0,1.0,1.0,1.0,4,461.619
760,1000,1133.6727272727273,1378.0,1.0,1.0,1.0,5,466.69
