generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
10,1000,15.090909090909092,20.0,1.0,1.0,1.0,4,6.491
20,1000,39.89090909090909,54.0,1.0,1.0,1.0,4,12.651
30,1000,57.70909090909091,77.0,1.0,1.0,1.0,3,18.774
40,1000,78.76363636363637,99.0,1.0,1.0,1.0,4,25.243
50,1000,95.38181818181818,112.0,1.0,1.0,1.0,3,31.377
60,1000,111.30909090909091,143.0,1.0,1.0,1.0,4,37.442
70,1000,119.4,150.0,1.0,1.0,1.0,4,43.675
80,1000,147.85454545454544,163.0,1.0,1.0,1.0,3,50.225
90,1000,176.63636363636363,202.0,1.0,1.0,1.0,3,56.148
100,1000,182.5090909090909,213.0,1.0,1.0,1.0,4,62.502
110,1000,202.3090909090909,234.0,1.0,1.0,1.0,4,68.988
120,1000,221.72727272727272,259.0,1.0,1.0,1.0,4,75.152
130,1000,236.92727272727274,278.0,1.0,1.0,1.0,4,81.161
140,1000,268.45454545454544,310.0,1.0,1.0,1.0,3,87.428
150,1000,282.56363636363636,329.0,1.0,1.0,1.0,4,93.354
160,1000,290.1454545454545,337.0,1.0,1.0,1.0,4,98.243
170,1000,322.3454545454546,370.0,1.0,1.0,1.0,3,104.757
180,1000,302.94545454545454,370.0,1.0,1.0,1.0,4,110.91
190,1000,330.1636363636364,404.0,1.0,1.0,1.0,3,116.695
200,1000,347.7818181818182,407.0,1.0,1.0,1.0,4,122.961
210,1000,372.27272727272725,425.0,1.0,1.0,1.0,4,129.245
220,1000,400.3090909090909,458.0,1.0,1.0,1.0,4,134.892
230,1000,327.23636363636365,476.0,1.0,1.0,1.0,4,142.305
240,1000,400.4909090909091,469.0,1.0,1.0,1.0,4,147.418
250,1000,396.0,499.0,1.0,1.0,1.0,4,153.213
260,1000,446.27272727272725,524.0,1.0,1.0,1.0,4,159.48
270,1000,428.74545454545455,541.0,1.0,1.0,1.0,5,166.569
280,1000,475.25454545454545,580.0,1.0,1.0,1.0,3,172.453
290,1000,494.2909090909091,591.0,1.0,1.0,1.0,5,178.327
300,1000,466.3818181818182,613.0,1.0,1.0,1.0,3,184.278
310,1000,367.6181818181818,596.0,1.0,1.0,1.0,3,189.735
320,1000,492.3454545454546,618.0,1.0,1.0,1.0,4,196.862
330,1000,492.3272727272727,652.0,1.0,1.0,1.0,4,203.5
340,1000,560.8,664.0,1.0,1.0,1.0,5,208.485
350,1000,594.8545454545455,702.0,1.0,1.0,1.0,4,214.886
360,1000,611.6,716.0,1.0,1.0,1.0,4,220.869
370,1000,611.9818181818182,732.0,1.0,1.0,1.0,3,226.486
380,1000,653.9090909090909,751.0,1.0,1.0,1.0,3,234.081
390,1000,643.9090909090909,743.0,1.0,1.0,1.0,4,239.598
400,1000,621.9090909090909,778.0,1.0,1.0,1.0,4,246.261
410,1000,669.9272727272727,790.0,1.0,1.0,1.0,3,251.852
420,1000,673.1636363636363,805.0,1.0,1.0,1.0,4,258.46
430,1000,721.0727272727273,839.0,1.0,1.0,1.0,3,264.914
440,1000,693.3818181818182,840.0,1.0,1.0,1.0,5,270.029
450,1000,684.8181818181819,863.0,1.0,1.0,1.0,4,276.476
460,1000,710.2545454545455,902.0,1.0,1.0,1.0,3,283.224
470,1000,764.3272727272728,916.0,1.0,1.0,1.0,4,289.901
480,1000,766.0363636363636,935.0,1.0,1.0,1.0,4,294.615
490,1000,745.0181818181818,924.0,1.0,1.0,1.0,4,301.071
500,1000,747.7636363636364,963.0,1.0,1.0,1.0,4,307.187
510,1000,791.8545454545455,964.0,1.0,1.0,1.0,3,313.331
520,1000,811.7636363636364,984.0,1.0,1.0,1.0,3,319.917
530,1000,861.3090909090909,1014.0,1.0,1.0,1.0,4,326.04
540,1000,807.8545454545455,1040.0,1.0,1.0,1.0,3,331.176
550,1000,809.3818181818182,1043.0,1.0,1.0,1.0,3,337.784
560,1000,880.1636363636363,1072.0,1.0,1.0,1.0,4,344.856
570,1000,849.8181818181819,1057.0,1.0,1.0,1.0,4,350.364
580,1000,876.1272727272727,1071.0,1.0,1.0,1.0,4,355.357
590,1000,954.1636363636363,1102.0,1.0,1.0,1.0,3,363.807
600,1000,953.0181818181818,1148.0,1.0,1.0,1.0,4,369.202
610,1000,929.5090909090909,1137.0,1.0,1.0,1.0,4,375.356
620,1000,933.4181818181818,1132.0,1.0,1.0,1.0,3,380.463
630,1000,977.0,1195.0,1.0,1.0,1.0,4,386.824
640,1000,969.7818181818182,1183.0,1.0,1.0,1.0,5,393.622
650,1000,905.4363636363636,1195.0,1.0,1.0,1.0,4,398.983
660,1000,859.5636363636364,1240.0,1.0,1.0,1.0,3,405.456
670,1000,955.8909090909091,1222.0,1.0,1.0,1.0,4,411.538
680,1000,855.4727272727273,1264.0,1.0,1.0,1.0,3,417.404
690,1000,963.4,1286.0,1.0,1.0,1.0,4,423.924
700,1000,946.7454545454545,1283.0,1.0,1.0,1.0,4,430.481
710,1000,958.290909090909,1304.0,1.0,1.0,1.0,4,435.681
720,1000,926.8181818181819,1311.0,1.0,1.0,1.0,4,442.4
730,1000,889.0545454545454,1340.0,1.0,1.0,1.0,5,448.863
740,1000,1055.7454545454545,1378.0,1.0,1.0,1.0,4,453.557
750,1000,980.1818181818181,1388.0,1.0,1.0,1.0,3,460.855
760,1000,789.9454545454546,1372.0,1.0,1.0,1.0,5,466.888
770,1000,1017.0,1451.0,1.0,1.0,1.0,5,473.394
780,1000,1074.5636363636363,1440.0,1.0,1.0,1.0,4,478.8
790,1000,1039.3818181818183,1410.0,1.0,1.0,1.0,3,484.86
800,1000,855.6545454545454,1272.0,1.0,1.0,1.0,4,491.422
810,1000,1062.0,1489.0,1.0,1.0,1.0,4,497.92
820,1000,1047.3454545454545,1506.0,1.0,1.0,1.0,4,502.756
830,1000,1196.3636363636363,1543.0,1.0,1.0,1.0,4,510.17
840,1000,1121.490909090909,1526.0,1.0,1.0,1.0,4,516.274
850,1000,1101.1272727272728,1573.0,1.0,1.0,1.0,3,521.33
860,1000,1080.6363636363637,1543.0,1.0,1.0,1.0,4,528.776
870,1000,1220.9818181818182,1610.0,1.0,1.0,1.0,4,534.5
880,1000,1165.509090909091,1611.0,1.0,1.0,1.0,3,540.302
890,1000,1155.1272727272728,1644.0,1.0,1.0,1.0,4,547.366
900,1000,1255.7818181818182,1654.0,1.0,1.0,1.0,4,553.971
910,1000,1106.6363636363637,1678.0,1.0,1.0,1.0,5,559.523
920,1000,1305.2,1685.0,1.0,1.0,1.0,4,565.27
930,1000,1222.0727272727272,1645.0,1.0,1.0,1.0,3,571.472
940,1000,1285.2545454545455,1703.0,1.0,1.0,1.0,4,578.161
950,1000,1219.8363636363636,1727.0,1.0,1.0,1.0,5,582.911
960,1000,1329.9636363636364,1748.0,1.0,1.0,1.0,3,589.263
970,1000,1094.1818181818182,1704.0,1.0,1.0,1.0,4,596.445
980,1000,1313.0181818181818,1731.0,1.0,1.0,1.0,3,601.842
990,1000,1310.0,1792.0,1.0,1.0,1.0,4,608.271
1000,1000,1068.0545454545454,1814.0,1.0,1.0,1.0,4,614.656
1010,1000,1190.1272727272728,1814.0,1.0,1.0,1.0,3,620.861
1020,1000,1170.4545454545455,1845.0,1.0,1.0,1.0,5,626.559
1030,1000,1308.7636363636364,1841.0,1.0,1.0,1.0,4,633.762
1040,1000,1381.581818181818,1878.0,1.0,1.0,1.0,4,638.906
1050,1000,1168.3818181818183,1688.0,1.0,1.0,1.0,4,645.54
1060,1000,1344.1818181818182,1751.0,1.0,1.0,1.0,4,652.45
1070,1000,1349.8181818181818,1923.0,1.0,1.0,1.0,4,656.735
1080,1000,1409.490909090909,1858.0,1.0,1.0,1.0,3,663.637
1090,1000,1390.3090909090909,1918.0,1.0,1.0,1.0,4,669.63
1100,1000,1468.490909090909,1962.0,1.0,1.0,1.0,5,675.292
1110,1000,1443.7818181818182,1984.0,1.0,1.0,1.0,4,682.652
1120,1000,1332.4727272727273,1918.0,1.0,1.0,1.0,3,687.533
1130,1000,1197.581818181818,1986.0,1.0,1.0,1.0,3,694.157
1140,1000,1465.6727272727273,1983.0,1.0,1.0,1.0,4,700.327
1150,1000,1344.8545454545454,1994.0,1.0,1.0,1.0,4,705.837
1160,1000,1506.6,2039.0,1.0,1.0,1.0,3,712.881
1170,1000,1494.090909090909,2014.0,1.0,1.0,1.0,3,719.167
1180,1000,1468.1454545454546,2063.0,1.0,1.0,1.0,4,724.934
1190,1000,1347.6,2037.0,1.0,1.0,1.0,4,731.084
1200,1000,1257.0727272727272,2056.0,1.0,1.0,1.0,3,738.941
1210,1000,1426.4545454545455,2067.0,1.0,1.0,1.0,3,744.29
1220,1000,1482.9818181818182,2082.0,1.0,1.0,1.0,4,750.903
1230,1000,1455.8,1957.0,1.0,1.0,1.0,3,755.49
1240,1000,1513.1636363636364,2092.0,1.0,1.0,1.0,4,762.463
1250,1000,1480.7454545454545,2122.0,1.0,1.0,1.0,4,768.568
1260,1000,1406.3636363636363,2136.0,1.0,1.0,1.0,5,774.886
1270,1000,1462.4363636363637,1864.0,1.0,1.0,1.0,4,780.45
1280,1000,1328.8363636363636,1993.0,1.0,1.0,1.0,4,785.754
1290,1000,1361.9636363636364,2000.0,1.0,1.0,1.0,4,792.897
1300,1000,1382.7818181818182,1910.0,1.0,1.0,1.0,4,799.834
1310,1000,1488.6545454545455,2200.0,1.0,1.0,1.0,3,805.168
1320,1000,1501.4363636363637,2182.0,1.0,1.0,1.0,3,812.337
1330,1000,1547.1636363636364,2041.0,1.0,1.0,1.0,5,818.564
1340,1000,1653.2545454545455,2226.0,1.0,1.0,1.0,4,823.539
1350,1000,1507.509090909091,2082.0,1.0,1.0,1.0,4,830.522
1360,1000,1323.509090909091,2240.0,1.0,1.0,1.0,4,836.53
1370,1000,1381.490909090909,2015.0,1.0,1.0,1.0,3,841.719
1380,1000,1567.1090909090908,2267.0,1.0,1.0,1.0,5,847.95
1390,1000,1567.9454545454546,2276.0,1.0,1.0,1.0,4,855.515
1400,1000,1206.6363636363637,2038.0,1.0,1.0,1.0,4,859.916
1410,1000,1408.8181818181818,2044.0,1.0,1.0,1.0,3,867.731
1420,1000,1582.290909090909,2319.0,1.0,1.0,1.0,3,872.131
1430,1000,1593.6181818181817,2333.0,1.0,1.0,1.0,3,879.197
1440,1000,1203.8727272727272,2010.0,1.0,1.0,1.0,3,885.806
1450,1000,1694.1454545454546,2352.0,1.0,1.0,1.0,3,890.291
1460,1000,1687.3636363636363,2367.0,1.0,1.0,1.0,3,895.772
1470,1000,1600.1454545454546,2158.0,1.0,1.0,1.0,3,904.163
1480,1000,1361.6545454545455,2119.0,1.0,1.0,1.0,3,911.177
