generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
10,1000,42.21818181818182,48.0,1.0,1.0,1.0,3,10.99
20,1000,78.18181818181819,92.0,1.0,1.0,1.0,3,21.46
30,1000,115.36363636363636,137.0,1.0,1.0,1.0,2,32.033
40,1000,153.54545454545453,192.0,1.0,1.0,1.0,3,42.684
50,1000,184.8181818181818,213.0,1.0,1.0,1.0,2,53.516
60,1000,231.8909090909091,275.0,1.0,1.0,1.0,3,64.373
70,1000,273.27272727272725,325.0,1.0,1.0,1.0,2,74.989
80,1000,310.25454545454545,366.0,1.0,1.0,1.0,3,85.358
90,1000,334.58181818181816,370.0,1.0,1.0,1.0,2,95.795
100,1000,376.1090909090909,414.0,1.0,1.0,1.0,2,106.552
110,1000,389.8,437.0,1.0,1.0,1.0,2,116.728
120,1000,432.8,491.0,1.0,1.0,1.0,2,127.684
130,1000,476.1454545454545,527.0,1.0,1.0,1.0,2,138.367
140,1000,486.07272727272726,568.0,1.0,1.0,1.0,2,149.079
150,1000,544.3636363636364,599.0,1.0,1.0,1.0,2,159.465
160,1000,544.8363636363637,636.0,1.0,1.0,1.0,3,169.991
170,1000,516.709090909091,665.0,1.0,1.0,1.0,2,180.439
180,1000,626.1454545454545,716.0,1.0,1.0,1.0,3,192.004
190,1000,680.9090909090909,743.0,1.0,1.0,1.0,3,201.339
200,1000,703.3272727272728,784.0,1.0,1.0,1.0,2,212.0
210,1000,713.0363636363636,823.0,1.0,1.0,1.0,2,223.037
220,1000,693.9636363636364,851.0,1.0,1.0,1.0,3,233.328
230,1000,797.1272727272727,921.0,1.0,1.0,1.0,2,244.032
240,1000,812.8909090909091,930.0,1.0,1.0,1.0,3,254.136
250,1000,843.2545454545455,927.0,1.0,1.0,1.0,2,265.854
260,1000,857.6181818181818,986.0,1.0,1.0,1.0,2,276.141
270,1000,901.1090909090909,1022.0,1.0,1.0,1.0,2,286.414
280,1000,848.1272727272727,1046.0,1.0,1.0,1.0,3,296.953
290,1000,969.5090909090909,1076.0,1.0,1.0,1.0,2,308.303
300,1000,973.8909090909091,1152.0,1.0,1.0,1.0,2,318.583
310,1000,1083.509090909091,1207.0,1.0,1.0,1.0,2,328.741
320,1000,995.0181818181818,1202.0,1.0,1.0,1.0,2,339.934
330,1000,1123.1272727272728,1254.0,1.0,1.0,1.0,2,350.115
340,1000,1073.3818181818183,1306.0,1.0,1.0,1.0,3,360.531
350,1000,1124.8,1353.0,1.0,1.0,1.0,2,371.359
360,1000,1131.5272727272727,1321.0,1.0,1.0,1.0,2,382.191
370,1000,1185.2181818181818,1328.0,1.0,1.0,1.0,2,392.057
380,1000,1125.3636363636363,1341.0,1.0,1.0,1.0,3,402.702
390,1000,1207.4545454545455,1457.0,1.0,1.0,1.0,2,413.554
400,1000,1222.1272727272728,1424.0,1.0,1.0,1.0,2,424.696
410,1000,1229.7818181818182,1457.0,1.0,1.0,1.0,2,434.36
420,1000,1252.3272727272727,1516.0,1.0,1.0,1.0,2,445.7
430,1000,1164.0363636363636,1514.0,1.0,1.0,1.0,2,455.465
440,1000,1351.2727272727273,1553.0,1.0,1.0,1.0,2,467.321
450,1000,1323.6545454545455,1588.0,1.0,1.0,1.0,2,477.28
460,1000,1455.2363636363636,1694.0,1.0,1.0,1.0,2,487.419
470,1000,1340.1636363636364,1711.0,1.0,1.0,1.0,2,499.192
480,1000,1439.3090909090909,1693.0,1.0,1.0,1.0,3,509.864
490,1000,1482.4727272727273,1785.0,1.0,1.0,1.0,2,520.413
500,1000,1410.0727272727272,1759.0,1.0,1.0,1.0,2,530.5
510,1000,1507.4727272727273,1832.0,1.0,1.0,1.0,3,541.23
520,1000,1583.3090909090909,1875.0,1.0,1.0,1.0,2,551.718
530,1000,1475.0727272727272,1894.0,1.0,1.0,1.0,3,562.076
540,1000,1595.2363636363636,1854.0,1.0,1.0,1.0,2,572.919
550,1000,1569.7272727272727,1938.0,1.0,1.0,1.0,2,583.385
560,1000,1677.7272727272727,1967.0,1.0,1.0,1.0,2,593.76
570,1000,1711.0727272727272,2010.0,1.0,1.0,1.0,2,604.822
580,1000,1642.3636363636363,2037.0,1.0,1.0,1.0,2,615.569
590,1000,1717.4727272727273,2021.0,1.0,1.0,1.0,3,625.196
600,1000,1650.8909090909092,2012.0,1.0,1.0,1.0,3,637.434
610,1000,1687.0,2067.0,1.0,1.0,1.0,2,647.796
620,1000,1487.6545454545455,2079.0,1.0,1.0,1.0,2,658.151
630,1000,1752.6363636363637,2094.0,1.0,1.0,1.0,3,668.695
640,1000,1643.8363636363636,2141.0,1.0,1.0,1.0,2,679.177
650,1000,1750.3454545454545,2168.0,1.0,1.0,1.0,2,689.985
660,1000,1852.6909090909091,2178.0,1.0,1.0,1.0,2,700.218
670,1000,1855.7636363636364,2229.0,1.0,1.0,1.0,3,710.469
680,1000,1814.6545454545455,2250.0,1.0,1.0,1.0,3,721.233
690,1000,1765.0545454545454,2285.0,1.0,1.0,1.0,3,731.414
700,1000,1978.3090909090909,2274.0,1.0,1.0,1.0,2,743.019
710,1000,1788.3272727272727,2299.0,1.0,1.0,1.0,2,753.074
720,1000,1397.9818181818182,2320.0,1.0,1.0,1.0,2,764.381
730,1000,1621.8363636363636,2330.0,1.0,1.0,1.0,3,774.974
740,1000,1759.1636363636364,2396.0,1.0,1.0,1.0,3,785.765
750,1000,1788.8,2422.0,1.0,1.0,1.0,3,795.943
760,1000,1644.5272727272727,2415.0,1.0,1.0,1.0,3,806.939
770,1000,2010.8,2491.0,1.0,1.0,1.0,3,816.43
780,1000,1772.290909090909,2495.0,1.0,1.0,1.0,3,827.396
790,1000,1757.5636363636363,2481.0,1.0,1.0,1.0,3,837.722
800,1000,1613.2545454545455,2525.0,1.0,1.0,1.0,2,848.214
810,1000,1606.1272727272728,2568.0,1.0,1.0,1.0,2,857.942
820,1000,1667.2363636363636,2584.0,1.0,1.0,1.0,2,869.209
830,1000,1774.7272727272727,2615.0,1.0,1.0,1.0,2,879.645
840,1000,1682.9272727272728,2619.0,1.0,1.0,1.0,3,890.033
850,1000,1644.1090909090908,2656.0,1.0,1.0,1.0,2,900.788
860,1000,1608.5636363636363,2649.0,1.0,1.0,1.0,2,911.172
870,1000,1537.8727272727272,2681.0,1.0,1.0,1.0,3,923.296
880,1000,1901.8727272727272,2737.0,1.0,1.0,1.0,2,933.613
890,1000,1566.7454545454545,2712.0,1.0,1.0,1.0,2,944.396
900,1000,1851.8545454545454,2734.0,1.0,1.0,1.0,3,954.92
910,1000,1787.5636363636363,2762.0,1.0,1.0,1.0,4,965.889
920,1000,1945.509090909091,2817.0,1.0,1.0,1.0,2,977.482
930,1000,2050.0545454545454,2859.0,1.0,1.0,1.0,3,986.746
940,1000,1764.1090909090908,2834.0,1.0,1.0,1.0,2,996.202
950,1000,1631.090909090909,2852.0,1.0,1.0,1.0,2,1007.419
960,1000,1547.0545454545454,2876.0,1.0,1.0,1.0,2,1018.576
970,1000,1917.0,2911.0,1.0,1.0,1.0,3,1029.784
980,1000,1854.2181818181818,2922.0,1.0,1.0,1.0,2,1039.466
990,1000,2090.5636363636363,2944.0,1.0,1.0,1.0,3,1050.161
1000,1000,1793.909090909091,2946.0,1.0,1.0,1.0,2,1061.108
1010,1000,2018.709090909091,2962.0,1.0,1.0,1.0,3,1070.898
1020,1000,2048.2363636363634,2999.0,1.0,1.0,1.0,2,1082.108
1030,1000,1822.6363636363637,3027.0,1.0,1.0,1.0,2,1092.497
1040,1000,1911.7818181818182,3064.0,1.0,1.0,1.0,3,1103.203
1050,1000,1576.8909090909092,2434.0,1.0,1.0,1.0,3,1113.999
1060,1000,1707.509090909091,3089.0,1.0,1.0,1.0,3,1124.672
1070,1000,1488.5454545454545,1963.0,1.0,1.0,1.0,3,1134.94
1080,1000,1563.6181818181817,3132.0,1.0,1.0,1.0,2,1144.885
1090,1000,2205.2909090909093,3140.0,1.0,1.0,1.0,2,1155.889
1100,1000,1679.4545454545455,3141.0,1.0,1.0,1.0,3,1167.12
1110,1000,2159.163636363636,3226.0,1.0,1.0,1.0,2,1177.877
1120,1000,2285.8545454545456,3214.0,1.0,1.0,1.0,3,1188.595
1130,1000,2165.2909090909093,3234.0,1.0,1.0,1.0,2,1198.237
