generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
10,1000,3.6363636363636362,6.0,1.0,1.0,1.0,95,2.622
20,1000,9.963636363636363,15.0,1.0,1.0,1.0,8,5.501
30,1000,12.181818181818182,19.0,1.0,1.0,1.0,9,8.169
40,1000,19.927272727272726,30.0,1.0,1.0,1.0,10,10.881
50,1000,24.87272727272727,30.0,1.0,1.0,1.0,9,13.976
60,1000,29.745454545454546,37.0,1.0,1.0,1.0,8,16.638
70,1000,29.29090909090909,43.0,1.0,1.0,1.0,9,19.614
80,1000,38.85454545454545,48.0,1.0,1.0,1.0,10,22.267
90,1000,46.07272727272727,64.0,1.0,1.0,1.0,14,25.106
100,1000,49.14545454545455,65.0,1.0,1.0,1.0,9,28.04
110,1000,50.70909090909091,70.0,1.0,1.0,1.0,8,31.159
120,1000,56.472727272727276,72.0,1.0,1.0,1.0,8,33.544
130,1000,68.61818181818182,91.0,1.0,1.0,1.0,10,36.218
140,1000,66.03636363636363,84.0,1.0,1.0,1.0,18,39.136
150,1000,78.0909090909091,104.0,1.0,1.0,1.0,13,41.916
160,1000,79.94545454545455,102.0,1.0,1.0,1.0,12,44.398
170,1000,75.67272727272727,111.0,1.0,1.0,1.0,9,47.567
180,1000,94.03636363636363,113.0,1.0,1.0,1.0,8,50.196
190,1000,93.81818181818181,114.0,1.0,1.0,1.0,9,53.025
200,1000,100.12727272727273,126.0,1.0,1.0,1.0,16,55.787
210,1000,105.76363636363637,130.0,1.0,1.0,1.0,11,58.828
220,1000,97.0909090909091,140.0,1.0,1.0,1.0,11,61.878
230,1000,99.8,141.0,1.0,1.0,1.0,10,64.52
240,1000,114.25454545454545,156.0,1.0,1.0,1.0,11,66.744
250,1000,108.12727272727273,152.0,1.0,1.0,1.0,8,69.845
260,1000,114.61818181818182,162.0,1.0,1.0,1.0,10,72.406
270,1000,114.54545454545455,159.0,1.0,1.0,1.0,12,76.07
280,1000,125.9090909090909,163.0,1.0,1.0,1.0,12,78.25
290,1000,117.9090909090909,162.0,1.0,1.0,1.0,11,80.916
300,1000,107.41818181818182,164.0,1.0,1.0,1.0,10,83.51
310,1000,139.78181818181818,180.0,1.0,1.0,1.0,11,86.282
320,1000,142.29090909090908,187.0,1.0,1.0,1.0,10,89.288
330,1000,140.8,194.0,1.0,1.0,1.0,15,92.185
340,1000,157.21818181818182,193.0,1.0,1.0,1.0,11,95.503
350,1000,168.47272727272727,207.0,1.0,1.0,1.0,10,98.006
360,1000,170.8909090909091,217.0,1.0,1.0,1.0,10,100.302
370,1000,163.98181818181817,218.0,1.0,1.0,1.0,14,103.667
380,1000,171.5818181818182,218.0,1.0,1.0,1.0,10,106.402
390,1000,169.1090909090909,218.0,1.0,1.0,1.0,10,109.806
400,1000,172.36363636363637,231.0,1.0,1.0,1.0,13,112.377
410,1000,177.9090909090909,236.0,1.0,1.0,1.0,9,114.713
420,1000,172.85454545454544,245.0,1.0,1.0,1.0,10,117.782
430,1000,173.74545454545455,249.0,1.0,1.0,1.0,13,120.84
440,1000,173.1818181818182,244.0,1.0,1.0,1.0,9,123.186
450,1000,187.12727272727273,249.0,1.0,1.0,1.0,9,126.288
460,1000,166.03636363636363,249.0,1.0,1.0,1.0,8,128.753
470,1000,204.12727272727273,258.0,1.0,1.0,1.0,8,132.967
480,1000,198.0909090909091,262.0,1.0,1.0,1.0,9,134.336
490,1000,208.72727272727272,271.0,1.0,1.0,1.0,9,137.267
