generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
10,1000,6.545454545454546,13.0,1.0,1.0,1.0,85,2.617
20,1000,11.563636363636364,15.0,1.0,1.0,1.0,9,5.447
30,1000,14.10909090909091,25.0,1.0,1.0,1.0,10,8.437
40,1000,16.654545454545456,25.0,1.0,1.0,1.0,9,11.239
50,1000,21.145454545454545,28.0,1.0,1.0,1.0,11,14.031
60,1000,23.236363636363638,35.0,1.0,1.0,1.0,8,16.953
70,1000,31.836363636363636,46.0,1.0,1.0,1.0,10,19.566
80,1000,33.4,42.0,1.0,1.0,1.0,10,22.399
90,1000,45.49090909090909,58.0,1.0,1.0,1.0,8,24.792
100,1000,43.90909090909091,52.0,1.0,1.0,1.0,11,27.642
110,1000,50.763636363636365,70.0,1.0,1.0,1.0,9,30.485
120,1000,61.163636363636364,83.0,1.0,1.0,1.0,9,33.452
130,1000,59.74545454545454,83.0,1.0,1.0,1.0,14,36.037
140,1000,71.56363636363636,95.0,1.0,1.0,1.0,10,38.981
150,1000,78.81818181818181,97.0,1.0,1.0,1.0,13,41.723
160,1000,73.0,88.0,1.0,1.0,1.0,8,44.135
170,1000,80.07272727272728,92.0,1.0,1.0,1.0,11,47.093
180,1000,85.47272727272727,105.0,1.0,1.0,1.0,9,49.759
190,1000,78.4,95.0,1.0,1.0,1.0,8,52.383
200,1000,93.41818181818182,110.0,1.0,1.0,1.0,7,55.57
210,1000,91.56363636363636,115.0,1.0,1.0,1.0,10,58.077
220,1000,102.14545454545454,127.0,1.0,1.0,1.0,15,60.885
230,1000,89.18181818181819,124.0,1.0,1.0,1.0,8,63.526
240,1000,114.43636363636364,137.0,1.0,1.0,1.0,8,66.569
250,1000,103.45454545454545,140.0,1.0,1.0,1.0,21,69.346
260,1000,103.38181818181818,145.0,1.0,1.0,1.0,12,71.969
270,1000,122.12727272727273,144.0,1.0,1.0,1.0,10,74.779
280,1000,122.2909090909091,151.0,1.0,1.0,1.0,8,77.916
290,1000,123.47272727272727,152.0,1.0,1.0,1.0,11,79.719
300,1000,128.07272727272726,162.0,1.0,1.0,1.0,10,82.657
310,1000,141.70909090909092,165.0,1.0,1.0,1.0,9,85.761
320,1000,134.03636363636363,174.0,1.0,1.0,1.0,9,88.969
330,1000,151.36363636363637,185.0,1.0,1.0,1.0,11,91.009
340,1000,145.92727272727274,187.0,1.0,1.0,1.0,8,94.19
350,1000,139.78181818181818,188.0,1.0,1.0,1.0,9,97.612
360,1000,158.0,189.0,1.0,1.0,1.0,9,99.507
370,1000,148.56363636363636,193.0,1.0,1.0,1.0,9,102.691
380,1000,147.05454545454546,205.0,1.0,1.0,1.0,10,105.855
390,1000,151.01818181818183,205.0,1.0,1.0,1.0,12,108.479
400,1000,159.2,214.0,1.0,1.0,1.0,12,110.849
410,1000,164.0909090909091,202.0,1.0,1.0,1.0,10,113.266
420,1000,163.4,209.0,1.0,1.0,1.0,15,116.792
430,1000,176.98181818181817,220.0,1.0,1.0,1.0,12,119.514
440,1000,170.4181818181818,219.0,1.0,1.0,1.0,9,122.941
450,1000,181.8181818181818,224.0,1.0,1.0,1.0,12,124.765
460,1000,171.34545454545454,237.0,1.0,1.0,1.0,13,128.349
470,1000,179.25454545454545,229.0,1.0,1.0,1.0,11,130.762
480,1000,188.6909090909091,244.0,1.0,1.0,1.0,14,132.644
490,1000,183.94545454545454,244.0,1.0,1.0,1.0,8,135.457
500,1000,177.70909090909092,243.0,1.0,1.0,1.0,9,137.91
510,1000,216.4909090909091,261.0,1.0,1.0,1.0,16,140.78
520,1000,191.0909090909091,266.0,1.0,1.0,1.0,10,143.527
530,1000,176.2,271.0,1.0,1.0,1.0,13,147.101
540,1000,205.07272727272726,276.0,1.0,1.0,1.0,9,149.8
550,1000,198.8,278.0,1.0,1.0,1.0,10,152.444
560,1000,218.9090909090909,283.0,1.0,1.0,1.0,11,154.488
570,1000,169.1818181818182,286.0,1.0,1.0,1.0,10,157.682
580,1000,209.72727272727272,299.0,1.0,1.0,1.0,9,160.72
590,1000,230.94545454545454,300.0,1.0,1.0,1.0,12,163.858
600,1000,246.4909090909091,305.0,1.0,1.0,1.0,13,165.323
610,1000,230.98181818181817,303.0,1.0,1.0,1.0,9,168.15
620,1000,238.23636363636365,323.0,1.0,1.0,1.0,10,171.614
630,1000,226.01818181818183,320.0,1.0,1.0,1.0,11,174.55
640,1000,246.0909090909091,329.0,1.0,1.0,1.0,13,177.817
650,1000,242.87272727272727,321.0,1.0,1.0,1.0,7,180.552
660,1000,267.90909090909093,339.0,1.0,1.0,1.0,8,183.471
670,1000,252.4909090909091,335.0,1.0,1.0,1.0,9,185.245
680,1000,264.54545454545456,340.0,1.0,1.0,1.0,12,188.725
690,1000,191.92727272727274,342.0,1.0,1.0,1.0,10,191.076
700,1000,247.4,342.0,1.0,1.0,1.0,9,193.596
710,1000,254.47272727272727,377.0,1.0,1.0,1.0,14,197.004
720,1000,269.5090909090909,352.0,1.0,1.0,1.0,10,199.296
730,1000,280.92727272727274,355.0,1.0,1.0,1.0,9,202.207
740,1000,273.90909090909093,374.0,1.0,1.0,1.0,10,205.522
750,1000,271.27272727272725,374.0,1.0,1.0,1.0,10,207.096
760,1000,235.45454545454547,378.0,1.0,1.0,1.0,12,211.089
770,1000,243.07272727272726,385.0,1.0,1.0,1.0,8,212.999
780,1000,223.4909090909091,380.0,1.0,1.0,1.0,12,215.678
790,1000,223.65454545454546,395.0,1.0,1.0,1.0,8,218.729
800,1000,235.07272727272726,402.0,1.0,1.0,1.0,10,221.89
810,1000,265.8909090909091,398.0,1.0,1.0,1.0,11,223.089
820,1000,224.43636363636364,404.0,1.0,1.0,1.0,8,227.29
830,1000,197.03636363636363,402.0,1.0,1.0,1.0,11,231.53
