generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
10,1000,3.8181818181818183,8.0,1.0,1.0,1.0,103,2.511
20,1000,9.272727272727273,16.0,1.0,1.0,1.0,19,5.385
30,1000,14.036363636363637,22.0,1.0,1.0,1.0,13,8.415
40,1000,21.436363636363637,31.0,1.0,1.0,1.0,9,11.151
50,1000,26.145454545454545,33.0,1.0,1.0,1.0,8,13.946
60,1000,25.09090909090909,33.0,1.0,1.0,1.0,11,16.521
70,1000,32.50909090909091,44.0,1.0,1.0,1.0,13,19.287
80,1000,45.36363636363637,61.0,1.0,1.0,1.0,12,22.079
90,1000,45.67272727272727,61.0,1.0,1.0,1.0,8,24.707
100,1000,46.32727272727273,61.0,1.0,1.0,1.0,10,27.163
110,1000,48.36363636363637,63.0,1.0,1.0,1.0,10,30.648
120,1000,56.163636363636364,70.0,1.0,1.0,1.0,8,33.115
130,1000,54.836363636363636,75.0,1.0,1.0,1.0,7,35.905
140,1000,66.21818181818182,82.0,1.0,1.0,1.0,12,38.676
150,1000,66.16363636363636,83.0,1.0,1.0,1.0,13,41.807
160,1000,76.72727272727273,94.0,1.0,1.0,1.0,11,44.12
170,1000,77.34545454545454,98.0,1.0,1.0,1.0,11,47.343
180,1000,85.94545454545455,114.0,1.0,1.0,1.0,8,50.187
190,1000,80.41818181818182,120.0,1.0,1.0,1.0,12,52.645
200,1000,87.56363636363636,110.0,1.0,1.0,1.0,9,55.537
210,1000,89.4,113.0,1.0,1.0,1.0,10,58.333
220,1000,101.07272727272728,129.0,1.0,1.0,1.0,10,61.361
230,1000,103.56363636363636,135.0,1.0,1.0,1.0,12,64.097
240,1000,103.14545454545454,131.0,1.0,1.0,1.0,16,67.184
250,1000,112.76363636363637,138.0,1.0,1.0,1.0,8,69.634
260,1000,110.61818181818182,144.0,1.0,1.0,1.0,10,72.282
270,1000,115.58181818181818,161.0,1.0,1.0,1.0,11,75.37
280,1000,128.01818181818183,166.0,1.0,1.0,1.0,11,77.805
290,1000,134.45454545454547,172.0,1.0,1.0,1.0,12,80.7
300,1000,137.34545454545454,175.0,1.0,1.0,1.0,9,83.172
310,1000,137.98181818181817,185.0,1.0,1.0,1.0,11,85.617
320,1000,138.94545454545454,172.0,1.0,1.0,1.0,11,89.835
330,1000,142.47272727272727,178.0,1.0,1.0,1.0,14,91.734
340,1000,134.78181818181818,174.0,1.0,1.0,1.0,11,94.595
350,1000,141.83636363636364,181.0,1.0,1.0,1.0,11,98.008
360,1000,122.50909090909092,173.0,1.0,1.0,1.0,11,100.351
370,1000,144.54545454545453,192.0,1.0,1.0,1.0,8,102.995
380,1000,148.8909090909091,189.0,1.0,1.0,1.0,9,105.472
390,1000,158.52727272727273,199.0,1.0,1.0,1.0,10,108.407
400,1000,149.74545454545455,188.0,1.0,1.0,1.0,9,111.717
410,1000,165.45454545454547,201.0,1.0,1.0,1.0,13,114.197
420,1000,156.16363636363636,211.0,1.0,1.0,1.0,10,117.919
430,1000,167.92727272727274,205.0,1.0,1.0,1.0,9,119.251
440,1000,171.8181818181818,217.0,1.0,1.0,1.0,11,122.992
450,1000,177.9090909090909,223.0,1.0,1.0,1.0,12,126.073
460,1000,185.65454545454546,231.0,1.0,1.0,1.0,8,128.967
470,1000,169.92727272727274,211.0,1.0,1.0,1.0,10,131.562
480,1000,186.6909090909091,244.0,1.0,1.0,1.0,10,133.508
490,1000,190.12727272727273,236.0,1.0,1.0,1.0,10,135.979
500,1000,208.0,253.0,1.0,1.0,1.0,9,139.624
510,1000,192.76363636363635,237.0,1.0,1.0,1.0,12,141.938
520,1000,220.0909090909091,268.0,1.0,1.0,1.0,10,145.005
530,1000,212.70909090909092,270.0,1.0,1.0,1.0,9,148.111
540,1000,206.0909090909091,257.0,1.0,1.0,1.0,10,150.133
550,1000,209.07272727272726,277.0,1.0,1.0,1.0,14,153.819
560,1000,228.45454545454547,272.0,1.0,1.0,1.0,9,155.907
