generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
10,1000,5.2727272727272725,13.0,1.0,1.0,1.0,83,2.803
20,1000,10.690909090909091,17.0,1.0,1.0,1.0,12,5.593
30,1000,17.30909090909091,25.0,1.0,1.0,1.0,10,8.471
40,1000,16.436363636363637,23.0,1.0,1.0,1.0,9,11.104
50,1000,24.69090909090909,37.0,1.0,1.0,1.0,13,13.722
60,1000,26.181818181818183,37.0,1.0,1.0,1.0,16,16.486
70,1000,36.72727272727273,52.0,1.0,1.0,1.0,11,19.286
80,1000,38.945454545454545,47.0,1.0,1.0,1.0,9,21.972
90,1000,45.14545454545455,57.0,1.0,1.0,1.0,11,24.829
100,1000,45.90909090909091,56.0,1.0,1.0,1.0,11,27.619
110,1000,46.50909090909091,55.0,1.0,1.0,1.0,9,30.316
120,1000,47.018181818181816,65.0,1.0,1.0,1.0,8,33.157
130,1000,58.21818181818182,76.0,1.0,1.0,1.0,15,36.051
140,1000,67.8,96.0,1.0,1.0,1.0,10,39.034
150,1000,69.0,87.0,1.0,1.0,1.0,7,41.941
160,1000,67.78181818181818,84.0,1.0,1.0,1.0,11,44.361
170,1000,73.61818181818182,92.0,1.0,1.0,1.0,8,47.202
180,1000,81.94545454545455,98.0,1.0,1.0,1.0,10,49.848
190,1000,85.27272727272727,112.0,1.0,1.0,1.0,11,52.657
200,1000,91.85454545454546,111.0,1.0,1.0,1.0,14,55.663
210,1000,99.07272727272728,117.0,1.0,1.0,1.0,11,58.729
220,1000,95.58181818181818,128.0,1.0,1.0,1.0,10,60.955
230,1000,112.23636363636363,135.0,1.0,1.0,1.0,10,64.334
240,1000,116.0909090909091,141.0,1.0,1.0,1.0,10,67.028
250,1000,112.45454545454545,146.0,1.0,1.0,1.0,11,69.884
260,1000,122.45454545454545,149.0,1.0,1.0,1.0,14,72.01
270,1000,121.7090909090909,151.0,1.0,1.0,1.0,11,75.388
280,1000,111.52727272727273,155.0,1.0,1.0,1.0,11,77.941
290,1000,133.96363636363637,165.0,1.0,1.0,1.0,10,80.908
300,1000,136.47272727272727,175.0,1.0,1.0,1.0,15,83.332
310,1000,148.2,183.0,1.0,1.0,1.0,8,86.651
320,1000,153.96363636363637,183.0,1.0,1.0,1.0,12,89.238
330,1000,132.4909090909091,182.0,1.0,1.0,1.0,12,91.493
340,1000,159.6,200.0,1.0,1.0,1.0,8,94.22
350,1000,167.2,207.0,1.0,1.0,1.0,11,97.341
360,1000,167.76363636363635,212.0,1.0,1.0,1.0,12,100.391
370,1000,169.98181818181817,222.0,1.0,1.0,1.0,12,103.366
380,1000,176.3090909090909,221.0,1.0,1.0,1.0,17,105.666
390,1000,166.4909090909091,214.0,1.0,1.0,1.0,12,107.924
400,1000,164.03636363636363,223.0,1.0,1.0,1.0,11,110.615
410,1000,182.3272727272727,229.0,1.0,1.0,1.0,9,113.831
420,1000,179.34545454545454,239.0,1.0,1.0,1.0,12,116.596
430,1000,183.61818181818182,249.0,1.0,1.0,1.0,8,119.755
440,1000,194.8181818181818,251.0,1.0,1.0,1.0,11,122.772
450,1000,178.27272727272728,249.0,1.0,1.0,1.0,12,125.094
460,1000,172.03636363636363,253.0,1.0,1.0,1.0,8,128.224
470,1000,207.6727272727273,259.0,1.0,1.0,1.0,11,131.001
480,1000,191.8909090909091,272.0,1.0,1.0,1.0,10,134.224
490,1000,174.4,270.0,1.0,1.0,1.0,8,136.749
500,1000,200.85454545454544,277.0,1.0,1.0,1.0,9,138.978
510,1000,176.70909090909092,281.0,1.0,1.0,1.0,9,141.993
520,1000,158.87272727272727,277.0,1.0,1.0,1.0,10,145.477
530,1000,160.76363636363635,287.0,1.0,1.0,1.0,8,147.681
540,1000,173.0,276.0,1.0,1.0,1.0,10,150.537
550,1000,192.87272727272727,301.0,1.0,1.0,1.0,18,153.338
560,1000,170.74545454545455,256.0,1.0,1.0,1.0,10,156.358
570,1000,198.16363636363636,300.0,1.0,1.0,1.0,11,158.952
580,1000,224.52727272727273,320.0,1.0,1.0,1.0,12,161.95
590,1000,211.47272727272727,309.0,1.0,1.0,1.0,9,164.635
600,1000,192.56363636363636,310.0,1.0,1.0,1.0,11,167.351
610,1000,232.6727272727273,332.0,1.0,1.0,1.0,10,169.956
620,1000,229.05454545454546,325.0,1.0,1.0,1.0,19,172.131
630,1000,212.56363636363636,333.0,1.0,1.0,1.0,14,174.932
640,1000,208.03636363636363,288.0,1.0,1.0,1.0,10,178.612
650,1000,237.92727272727274,344.0,1.0,1.0,1.0,13,181.419
660,1000,216.92727272727274,333.0,1.0,1.0,1.0,11,184.838
670,1000,252.0,353.0,1.0,1.0,1.0,12,187.779
680,1000,233.9090909090909,352.0,1.0,1.0,1.0,11,190.34
690,1000,268.94545454545454,349.0,1.0,1.0,1.0,9,191.97
700,1000,253.29090909090908,371.0,1.0,1.0,1.0,9,194.753
710,1000,252.38181818181818,378.0,1.0,1.0,1.0,13,197.93
720,1000,262.72727272727275,351.0,1.0,1.0,1.0,10,200.85
730,1000,174.5090909090909,305.0,1.0,1.0,1.0,8,203.902
740,1000,247.54545454545453,325.0,1.0,1.0,1.0,10,206.801
750,1000,272.1636363636364,368.0,1.0,1.0,1.0,11,208.745
760,1000,227.1818181818182,360.0,1.0,1.0,1.0,8,211.686
770,1000,265.2909090909091,357.0,1.0,1.0,1.0,8,214.438
780,1000,229.54545454545453,346.0,1.0,1.0,1.0,8,216.794
790,1000,238.0909090909091,376.0,1.0,1.0,1.0,16,218.957
800,1000,219.6,331.0,1.0,1.0,1.0,14,222.601
810,1000,228.43636363636364,349.0,1.0,1.0,1.0,7,225.217
820,1000,213.72727272727272,315.0,1.0,1.0,1.0,10,229.378
830,1000,184.34545454545454,299.0,1.0,1.0,1.0,9,231.244
840,1000,260.03636363636366,338.0,1.0,1.0,1.0,13,234.551
850,1000,226.5818181818182,335.0,1.0,1.0,1.0,9,237.207
860,1000,215.45454545454547,350.0,1.0,1.0,1.0,9,239.478
870,1000,241.92727272727274,418.0,1.0,1.0,1.0,12,242.348
880,1000,294.54545454545456,418.0,1.0,1.0,1.0,15,245.685
890,1000,260.3090909090909,430.0,1.0,1.0,1.0,11,247.763
900,1000,279.45454545454544,432.0,1.0,1.0,1.0,11,251.555
910,1000,270.3636363636364,397.0,1.0,1.0,1.0,9,254.225
920,1000,210.6909090909091,403.0,1.0,1.0,1.0,24,256.223
930,1000,254.12727272727273,397.0,1.0,1.0,1.0,9,258.938
940,1000,293.6,429.0,1.0,1.0,1.0,9,262.041
950,1000,293.5272727272727,430.0,1.0,1.0,1.0,9,265.669
960,1000,297.41818181818184,419.0,1.0,1.0,1.0,10,268.631
970,1000,303.23636363636365,434.0,1.0,1.0,1.0,10,270.174
980,1000,307.05454545454546,442.0,1.0,1.0,1.0,9,274.844
990,1000,304.03636363636366,432.0,1.0,1.0,1.0,10,276.191
1000,1000,305.8181818181818,445.0,1.0,1.0,1.0,11,278.793
1010,1000,318.92727272727274,445.0,1.0,1.0,1.0,9,282.221
1020,1000,278.8,432.0,1.0,1.0,1.0,9,285.291
1030,1000,307.6727272727273,438.0,1.0,1.0,1.0,8,287.242
1040,1000,325.1636363636364,442.0,1.0,1.0,1.0,9,289.306
1050,1000,328.43636363636364,449.0,1.0,1.0,1.0,11,292.661
1060,1000,222.34545454545454,322.0,1.0,1.0,1.0,9,295.507
