generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
10,1000,5.818181818181818,8.0,1.0,1.0,1.0,71,2.792
20,1000,11.454545454545455,21.0,1.0,1.0,1.0,12,5.591
30,1000,12.327272727272728,19.0,1.0,1.0,1.0,11,8.516
40,1000,25.581818181818182,32.0,1.0,1.0,1.0,11,11.271
50,1000,26.072727272727274,35.0,1.0,1.0,1.0,12,14.307
60,1000,30.036363636363635,43.0,1.0,1.0,1.0,12,16.769
70,1000,34.836363636363636,51.0,1.0,1.0,1.0,12,19.55
80,1000,43.50909090909091,51.0,1.0,1.0,1.0,9,22.707
90,1000,47.81818181818182,59.0,1.0,1.0,1.0,11,25.165
100,1000,51.345454545454544,59.0,1.0,1.0,1.0,10,28.345
110,1000,56.236363636363635,82.0,1.0,1.0,1.0,12,31.426
120,1000,60.836363636363636,77.0,1.0,1.0,1.0,9,34.003
130,1000,62.41818181818182,81.0,1.0,1.0,1.0,12,36.923
140,1000,62.6,85.0,1.0,1.0,1.0,8,39.415
150,1000,69.72727272727273,89.0,1.0,1.0,1.0,10,42.405
160,1000,61.4,84.0,1.0,1.0,1.0,12,45.219
170,1000,72.9090909090909,93.0,1.0,1.0,1.0,9,47.459
180,1000,84.36363636363636,110.0,1.0,1.0,1.0,11,50.701
190,1000,93.78181818181818,125.0,1.0,1.0,1.0,13,53.659
200,1000,94.03636363636363,121.0,1.0,1.0,1.0,8,56.007
210,1000,77.89090909090909,114.0,1.0,1.0,1.0,12,58.821
220,1000,98.23636363636363,127.0,1.0,1.0,1.0,10,61.257
230,1000,109.41818181818182,141.0,1.0,1.0,1.0,10,63.617
240,1000,109.43636363636364,140.0,1.0,1.0,1.0,10,66.656
250,1000,106.9090909090909,155.0,1.0,1.0,1.0,9,69.872
260,1000,117.45454545454545,153.0,1.0,1.0,1.0,11,72.237
270,1000,114.07272727272728,149.0,1.0,1.0,1.0,10,75.463
280,1000,125.16363636363636,158.0,1.0,1.0,1.0,9,77.325
290,1000,137.72727272727272,179.0,1.0,1.0,1.0,12,80.992
300,1000,125.81818181818181,178.0,1.0,1.0,1.0,10,83.636
310,1000,141.27272727272728,187.0,1.0,1.0,1.0,10,86.585
320,1000,138.34545454545454,203.0,1.0,1.0,1.0,11,89.667
330,1000,139.5090909090909,194.0,1.0,1.0,1.0,10,91.888
340,1000,159.1090909090909,202.0,1.0,1.0,1.0,9,94.973
350,1000,167.87272727272727,208.0,1.0,1.0,1.0,7,97.339
