generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
10,1000,21.236363636363638,27.0,1.0,1.0,1.0,5,6.565
20,1000,38.14545454545455,56.0,1.0,1.0,1.0,3,12.754
30,1000,56.78181818181818,67.0,1.0,1.0,1.0,5,19.072
40,1000,80.78181818181818,98.0,1.0,1.0,1.0,3,25.255
50,1000,100.2,124.0,1.0,1.0,1.0,4,31.395
60,1000,112.56363636363636,135.0,1.0,1.0,1.0,4,37.657
70,1000,122.58181818181818,168.0,1.0,1.0,1.0,3,44.297
80,1000,150.85454545454544,176.0,1.0,1.0,1.0,4,50.293
90,1000,161.61818181818182,196.0,1.0,1.0,1.0,3,56.456
100,1000,170.47272727272727,215.0,1.0,1.0,1.0,3,62.486
110,1000,211.0909090909091,250.0,1.0,1.0,1.0,4,69.044
120,1000,197.1090909090909,255.0,1.0,1.0,1.0,4,75.01
130,1000,230.4181818181818,271.0,1.0,1.0,1.0,5,81.292
140,1000,252.14545454545456,280.0,1.0,1.0,1.0,5,87.591
150,1000,255.0909090909091,309.0,1.0,1.0,1.0,5,93.997
160,1000,227.05454545454546,314.0,1.0,1.0,1.0,3,100.376
170,1000,245.70909090909092,338.0,1.0,1.0,1.0,4,106.036
180,1000,259.0181818181818,360.0,1.0,1.0,1.0,4,113.036
190,1000,303.27272727272725,376.0,1.0,1.0,1.0,3,118.645
200,1000,363.58181818181816,430.0,1.0,1.0,1.0,6,125.149
210,1000,378.56363636363636,438.0,1.0,1.0,1.0,4,131.33
220,1000,379.7818181818182,452.0,1.0,1.0,1.0,3,137.404
230,1000,376.76363636363635,478.0,1.0,1.0,1.0,3,143.449
240,1000,420.25454545454545,505.0,1.0,1.0,1.0,3,150.341
250,1000,404.92727272727274,507.0,1.0,1.0,1.0,4,155.486
260,1000,393.3454545454546,513.0,1.0,1.0,1.0,4,162.148
270,1000,441.54545454545456,550.0,1.0,1.0,1.0,4,168.293
280,1000,439.1090909090909,566.0,1.0,1.0,1.0,4,174.435
290,1000,421.27272727272725,576.0,1.0,1.0,1.0,5,180.511
300,1000,433.96363636363634,578.0,1.0,1.0,1.0,4,187.19
